id,summary
67367,alarm application showing a saved list
57392,page to get notifications in the health habits app
3983,login credential page for payments
5581,instructions page of an eye test app
39944,sign in page for the books app
70798,alert message to select the app for sharing the file
37644,displaying different options for mobile tracking
50055,display of strings in a guitar learning app
43301,display of a calling app with privacy option
43237,display of options for setting an app
6438,page showing variety of sharing options
60398,display of a guide app with search bar
64555,display of list of applications
61258,page displaying different options
7430,display showing starting page
53259,display of profile page
58037,different options in the treatment settings in the doctor app
69917,alarm is ringing at 7:00 am
65083,home page displaying for music app
35927,adding alarm in an alarm page
57305,pop-up showing sign up page for the social app
5944,display with log in page
843,page displaying information about application
55288,log in sign up page
60907,display of a page showing of gaming app
48108,displaying a app that is locked with pin
38158,pop up displayed sign in
53186,list of selected sections of entertainment
8671,display of nearby people in a dating app
38031,list of latest news in the weather app
37915,home page for the application with different app options
69067,blank page of bus arrival times and other options displayed
62304,different kinds of birthday gifts in the mobile
40241,merge conversation from same person
38446,page displaying information about movies updates
53168,blank page displaying loading with close option
49103,display of initial page of camera app
9750,list of different locations in weather updates application
51960,login page for an app to enter phone number
60026,display image of a voice messenger app
66722,blank page displaying a graph icon
53766,how to use slide of tiny calendar app
46654,display of score card in a sports app
68554,display of mobile with no results in the tab
65491,different kinds of setting in the caller id tab
579,english option in the language app
69652,display of a start page for money transactions app
4909,app showing notification to sign in
45287,display page showing a beach with a star
59807,page displaying application options for sharing
46973,displaying a body calculator app
65571,list of options in a multi media player
9521,opening page for trip planning app
69687,login page for financial app
63876,display page with calling options on hunting app
71309,log in page for a social app
61439,displaying the get started page of a finance application
47087,page showing different apartments available for rent
63374,pop up displaying different options for sharing the page
68914,display image of options in a music application
64537,page displaying with list of different parking options
58772,page displaying 3d name and other options
41024,home page
71335,page displaying a message
52177,description of disease symptoms in a health app
52211,homepage with list of options in the ringtones app
45860,page displaying to manage fluency level
61023,page displaying multiple share options
52208,display of a pop up
42899,page shows weather reports of places in the weather app
63980,log in page
37069,list of options to select foods in the app
52533,display showing an image with quotation
65095,home page displaying various versions and updates
9715,display of a travel app with flight deals option
48732,pop up displayed to select main folder
69994,pop up page with details of a chat app
66394,home page for travel information app
63086,before and after effects
66003,display image of options in a movie app
38550,pop up alert to share my drawing
52021,display page to add an account
7300,pop up message choose country code
37627,display of a learning app with multiple options
4241,display of search page with various filters
61266,pop up displaying calendar information of a particular date
69338,calendar of the month in the application
7911,display of a sports app with list of videos
71937,display of a page showing of workout app
51446,display of notification settings page
69690,blank page displaying with close option
61199,display of prices in a trading app
9050,page showing sign in page
43581,checkers list crypto trading app
5261,different levels of activities in the application
57544,initial page
39720,general settings in the application
61271,page displaying frequently asked questions
50558,display with upload photo option
60384,pop up showing quran versus
39781,display showing next option
49147,display with near by scanners option
62046,display of locations on a map
52955,list of ringtones for an app
65191,display of more tab with different options
835,display of options in a shopping app
53150,display screen of photo editor app
47478,page displaying about carrick bend
43359,display of information about a train schedules app
7164,display page showing information about products with multiple icons
44137,page displaying list of options for settings
63491,pop up showing update suggestion for caller id app
39765,page displaying a message to rotate your mobile
4852,different settings in general settings
45333,list of chapter wise verses in the religious app
62056,blank screen of a camera app
58503,display with steps option
36117,home screen displaying for shopping app
71623,display of clearance sale page listing products and sale price
45374,sign in page of a learning app
69725,display of an add for a gaming app
49141,display of playing an audio in an audio player app
68470,enter name page to join a social app
9057,display showing search bar to find the products
8773,display of settings options for a news app
69849,display of folders in a videoplayer app
4976,list of general settings in settings
53287,display showing number of songs in a music app
68132,display of a scanner app with options
66097,display of a pop up
69224,page displaying a profile about a teacher
61307,booking overview in the hotel application
44699,display showing sign up page profile for an app
66437,page displaying nearest charts in the app
9636,home page of app with invite and skip option
50841,display of a social app with join option
52290,log in page
61853,displaying a profile to complete
60258,display of list of social apps
41816,page shows the positive quote on social app for inspiration
7353,lot of categories are displaying in a reading app
42924,pop screen of theme selecting
71244,display of connecting options for a device
53875,display of page showing various country for caller id app
7028,account completion page for charity app
62332,display of jeans in a shopping app
63830,display of search page of places for a weather app
39615,display image of a social application with inbox option
39127,introductory page of a charging network app
39194,displaying a sign up window to complete profile
55458,blank page displaying to write with other options
56037,different settings are displaying in a capturing app
62704,display of a pop up with send options
39089,display page of playing songs of a music app
49730,display of list of applications to share
37071,date and time page in baby care app
64709,list of options to select alert notifications
52666,pop up displaying the ringtones options
59515,display of a page showing various settings for math app
71522,display with search bar option
49521,display showing to enter verification code
50780,display list of options for settings
46782,list of musical instruments to select in a instrument app
4020,display for navigation
46377,display screen of link account
57548,display of a ringtone app with multiple options
8097,pop up alert showing average cycle length
63061,log in page of a social app
5478,display of team players list in a sports app
70794,page displaying the content policies
5719,welcome page for the financial application
37135,page showing different setting options
7705,login page of a social app
60922,display shows translation page in language learning application
66749,display of a page showing of alarm clock app
60046,introduction page for a learning app
60424,display of a calling app with display options
43209,pop up displaying the information to complete with ok option
3846,displaying an app to prepare for surgical cases
44358,page displaying groceries list in a device
39694,display showing number of movies in different languages
47207,display with select country option
51596,display of collage page of saved photos
68724,display of designing skateboard application with various options
68636,display of a page showing online grocery shopping app
46784,page displaying the information
4381,different types of prayers and guides of a meditation app
51116,display image of options in a grammar app
51793,notifications of a free atm
38812,pop up displaying access to specific user profile
55433,display shows searching for tickets in the booking app
50151,display with contact option
9591,display of a page showing of stock market app
70860,page displaying a video with description
62467,display showing join now screen of gay dating app
44345,display of screen settings page
46590,display page of a travel app
5525,page displaying application options for sharing
41586,display with shopping list option
38447,page displaying results for near by theaters
58774,pop up displayed with various applications
43173,home page displaying signing in information about financial application
69335,login page of a social app
64007,list of categories in pun jokes app
41673,camera application in mobile with flash icon
67467,display of log in page
59334,page asking to submit feedback
38624,display showing video options in the app
68350,get premium in upgrade to premium
40147,page asking to upgrade or select the premium plans
47466,display of a sports news which shows several articles
40374,pop up displaying different options for selecting a ringtone
43898,list of various settings
9411,calendar page showing
8088,display of a pop up in a message application
67142,screen displaying sign up page
581,acceptance page with information
45260,display of a page showing various features
70742,list of settings in the settings app
509,page displaying an account to access
8249,display of options for learning app
44799,location settings in the sky map
37247,display screen
36038,display showing number of teams
47534,blank page found under favorites
54796,different products are displaying in shopping app
59461,list of advanced options in the application
47050,log in page for the application with entry details
8872,page displaying list of settings in app
58748,application to search the products regarding baby care
386,booking confirmation for flight booking in a travel app
66121,landing page for credit banking app
68640,list of different kids of coupons in the online application
48348,display of levels in a fitness app
53698,display with enter pin option
47501,display of general settings page
36297,display screen of zip code editing
66213,display of list of sharing applications
58127,display of invoice page
68460,log-in page for insurance app
43769,display of a profile page in a social app
69024,page displaying different options available in application
5106,display of booking information ina ticket booking app
61907,display showing to change profile
47528,continue page of a game app
58200,display page
41808,image from the gallery app in mobile
70348,display of settings options for an app
48702,display with choose direction option
37731,page showing options to sign in for news feed app
58893,page displaying to update a app
62447,pop up asking to set minimum age
43593,list of labs on app
54680,page displaying the various messaging options to share with friend
68321,list of trending music to download
51232,closing page for the application
7165,display with explore option
69901,page showing details from a menstrual app
54957,home screen displaying multiple versions
54343,continue page
60483,login page of a create a social app
8357,display page for a notes app
57178,display list of options for settings
52937,display image of options in a decoration ideas app
44722,display of settings page
64152,access of the social media vault
69463,display showing to book a flight ticket
46588,display showing to accept terms and privacy policies
46082,welcome page for a money app
66954,page asking permission for recording your sleep noise
69671,display of a page showing of picture designing app
39865,display of fan page for buying tickets of sports app
65013,display of news feed articles
62499,list of different cities in application to select
38316,email input for saving anoffer
64931,display of log in page
9812,introduction page for a music app
67968,page displaying information about workout application
48397,display of information in a food recipe app
46993,display showing different type of exercises in a fitness app
62438,account settings page for calling application
56224,home page of a health tracking app
67450,display with search bar option
57184,page displaying signing in information about an application
7441,display shows chat settings in connecting application
61334,display of a pop up with send options
39395,pop up notification of upgrade
6292,about page for a scary stories app
42601,alert on weather updates application
49758,page displaying empty with many options in a voice application
56703,display of page showing various settings for weather forecast app
55170,page displays to learn about app in tutorial
66238,blank page displaying with few options
62961,display with create new room option
58351,display of weather readings for a location
42013,display image of options in a tracker app
37300,list of topics in a bible app
50785,start page
40176,page showing different options in settings
45401,continuation of a profile in a social app
8043,display showing browser and play store in app
8161,display of log in page in a social application
49515,pop showing filter and rating options
42769,display of a pop up
41632,display showing sign up page for baby tracking app
58296,page asks to find your location
37125,display page of promotions and other options
55122,screen displaying sign in page
39548,display showing team statistics in app
44437,display of a initial stages in a health application
498,pop up alert message for delete podcast
9310,dashboard page of a parking app
36830,displaying login page of social app
5121,page asking to enter the email address
4977,display of settings page in application
38002,home page displaying various news feeds in social app
39081,display of advance settings page
49438,display showing an image
45353,list of cake recipes in a cooking app
58877,display page of a message center
55650,display of settings page
70172,displaying the notifications page
46633,applicant profile in the application with some options
58983,application options showing in this page
7415,display of food menu page
65964,list of various applications to share the information
42318,display image of options in a food application with prices
43043,display of list of levels for an app
59408,create and share the experiences in an ar app
42994,display shows steps to create in the advertisement app
4162,continue page
41594,page for choosing a language for an app
44016,page displaying information about tracking women health routines
55309,displaying an app to unlock phone
40628,crop photo to upload it
37104,display of questions in vocabulary practice application
44357,display of settings options for a grocery store app
59925,display of a pop up with share option
5857,notification displaying an information
902,display of a message application
3932,page displaying empty with many options for reading application
8272,page displaying about bluetooth connection in cars
71304,page for uploading photos through different apps
53088,bengals tab in the online application
59736,display showing to accept terms and conditions
39123,display of sign up with phone number
44153,display of a settings page
56825,blank screen of a camera app
46841,display of settings page
69833,display with find work place option
39725,display of account details in a social app
43936,list of languages to choose
65929,display shows product for sale in shopping app
6425,account page
52990,notification bar with different tabs
50099,display of news stories in a online media app
39574,displaying the register page to enter code in shopping app
56411,display of network page
8735,login page displayed
39896,login page for a gas stations locator app
379,guide screen of instructions
37133,display of a pop up in a sleeping app
3638,page displaying lyrics from devotional book
65871,welcome page of a lybrate
53532,display of list of various images
42741,blank page displaying in the live game scores application
46425,best footwear of shoe with coupons app
43036,display of various finger gestures
4252,page displaying multiple levels in quiz to unlock
38173,different news articles are displaying
54074,display of interests page in travel application
52524,display showing to select currency
59618,introductory page of a financial app
49932,login page for the hunting app
55004,display image of options in a print photo app
45299,page showing widgets of messages app
42894,display of list of options in a learning app
37997,add credit option is displaying in horoscope app
484,display of a page showing various categories for player app
53106,display of log in page in a social application
49901,display of settings options in a sports app
37568,different features are highlighting in the learning app
59822,mapping page for finding stores and its timings
48006,display of a page showing statement of birds app
47526,demonstration slide of weather and digital clock app
61765,list of news in news app
56817,page displaying photos and videos in the app
5075,introductory page of a podcast app
64765,application to search for property in mobile
63096,blank page of upcoming orders displayed in an food application
69496,display of profile page
60106,log-in page for food and reward app with multiple icons
38830,north west division of game team
46431,get started page
8611,display image of options in a shopping application
45863,choice of languages in a learning app
49093,news of north africa in news app
38841,pop up page of opening a shop
57344,display of list of apps to choose
9151,display of details to enter in a dating app
7286,application to check the visual part of the web page
47637,display of a page showing of dieting app
69892,list of various statistics
4300,page asking to search using area code and other details
39196,list of social apps on veetle app
57717,display of a photo application with effects option
60295,display screen of photo editing app
5385,display showing account page
52019,list of options of wizard app
59470,page displaying several questions in devotional app
45996,display list of options for settings
42136,page displaying timetable information in public transport app
53449,display with search bar option
47479,display of a learning app with knots option
5978,log-in page for social networking app
38445,display of news page in a movie news app
46392,display showing settings in the app
70803,display of a page showing scan code
4531,display of information about health in a healthcare spp
6982,blank page displaying
46318,display image of a chat app with multiple options
51107,display details to enter for connecting a network
62639,display with various options
771,create a account on blank planet
66265,page displaying information about notification
35910,account creation page of an invoice app
59425,display of bookmark page in holy book app
57123,books of ai jazeera english magazine
36867,display showing number of applications to select
49919,display with options
6745,display screen of a learning app showing my teacher section
4549,page displaying an image of multiple sketch
566,page displaying about sharing mobile data plan
43343,display of places in a travel search app
64354,login page for an app
39386,blank page showing scooter and timing symbols
40292,pop up message of a tracker app
51912,log in/sign up page for a messaging application
56700,display of weather application with various options
44332,display of settings page
42552,page displaying a map on map application
39700,display screen with various options
3692,display showing sign in page for live video streaming app
40258,add account in you tube
64213,logging into a app through mobile number
8047,different kinds of recipes in the mobile application
65187,page requesting to allow access on an app
40778,page displaying different options to set theme in settings
68278,display of options to log in into social applications
3844,page displaying information about a process
53503,display image of options
43105,display of matches in a sports app
66713,alert to enter nickname in the application
43820,display page showing various feathers
824,display of log in page
43817,history page of an anxiety testing application
52938,display of an idea in a decorating ideas app
501,pop up displaying about a social app profile
46731,calls logs page of a mobile
45031,list of folders displayed
65126,display screen of period tracker app
44481,blank screen of a camera app
65403,list of categories in app
49313,alert to select the training module in anxiety control app
4668,favorites page of a language learning app
68763,display image of options in a news application
39420,display shows product feedback page in the application
40485,display of internet tethering page with various options
7906,application with streaming video in mobile
52811,display of page showing chatting message for voice assistant app
41419,accept terms and conditions of login account app
69211,display of a message app with contacts option
49022,display with language option
41887,page displays the installation of social app
58818,different types of topics showing in application
8464,list of the spending tracking budget app
49801,page displaying an information with different options
59389,display of list of account settings options
42457,display of an account details in a shopping app
6371,connecting page of a mobile
45114,page displaying a video
38394,home screen displaying several offers in shopping app
8898,display of initial pages in a calculator app
68604,display of photos page in the app
61579,page displaying list of matches in gaming app
40636,display of a checkout page in a shopping app
69993,pop up of a only friends
6800,display of a pop up
8407,list of different applications to share the information
43979,basic information page of a social app
36610,list of articles are displaying in the trading app
70395,display with settings option
36475,display of settings page
57556,list of options in the shop app
57526,display of a broadcast app with focus daily option
71481,display of emoji list keyboards
64920,page shows the loading bar with a link
69850,display image of options in a video player application
37372,home screen displaying various categories in reminder app
66276,log out page
58461,list of audio books in a online podcast app
49485,feature slide for online messenger app
39451,page opening with a browser
64092,display shows top news in the entertainment application
69254,page displaying a shopping cart
58377,different sign-in options for shopping app
46900,application for the food items to buy online
50604,page displaying the general settings of social app
44179,page for the video screen with few other options
6822,information page of a food payment app
36126,display of log in page in a surfing app
7894,display page showing height requirement for ballon flite
6135,display image of a start page in a movie app
70025,display image of options
67591,page displaying multiple options
66532,blank page of favorite plans displayed of an food application
71039,home page displaying a map location image
9627,about information page for a music app
38159,display with manufacture design option
65961,home screen displaying vehicle details in rental app
40659,different products are showing for shopping
59260,content page of a social app
36884,display of a game app with add option
48797,display of mobile screen with error notification in application
37561,display image of options in a math learning app
71253,display page of a list of ringtones
42160,home page displaying information about a mail application
65962,display of options to log in into social applications
72215,pop up asking to share through other apps
56316,display page of a video game and movie app
38986,display page of a settings in a game recording app
49238,log-in page of a dating app
71498,page displaying information about performance of gaming application
40182,pop up displaying the list of information about feedback
58437,display page of a location database in a train app
55505,no items are showing for downloads
7443,page displaying different options
50278,page displaying about a system working in learning app
46797,home page of a shopping application
36620,different parameters of a trading app are displaying
63264,empty page of a video app
36099,log in page of a booking app
49725,display list of options for settings
46033,instruction page to open the application
47519,online application with some description
8379,display shows alert on storage in comic reader application
891,page displaying images in application
58067,dashboard page for a student app
51968,calendar of match fixtures on a sports app
63113,delivery location page of a food delivery app
5548,page displaying international news updates
62541,list of articles in a stories app
39255,display of a diet app which shows weight records
62534,different photo album layouts are displaying
7455,mobile display successful status in the app
61043,display of a banking app with map location option
36367,assistance page of a children 's health app
48599,comic pics in the application
4289,display image of options in a social application
5622,display of a weather app with multiple options
60427,adding new contact in the application
37866,permission page of a media player app
57915,badges page showing of a fitness app
71611,page displaying featured sports news
48148,page displaying the product
5061,conditions page of a vehicle maintenance app
46039,display of a movies news app with multiple options
67505,page asks to scan the barcode
7976,display of a pop up with share options
58501,log in page
50275,application for the heath benefits in the mobile
57251,display of settings page in a travel app
44381,display of a travel app with search flights option
4580,introductory page of a shopping app
9282,page displaying information about product with multiple options
42664,display of log in page for money transactions app
68075,display of image
46571,log in and sign up page for the application
44226,pop up alert message of my reminder
53711,display image of options in a magazine app
54763,display page of a measurments app
51580,display of photos in a location in dating app
52993,display with messages option
63040,loading page of a video
46713,page showing discount rate in the hotel booking app
47645,display of an image with options in the camera app
65234,home screen displaying for learning app
69617,display of a pop up with search bar
44175,list of copy options available
60464,details of a product for infants
46999,log in page of an social application
44819,display of catalogue page with products in the shopping app
44290,log-in page
39585,display page of a browser application
4311,display of a pop up
59707,pop up displaying to register now
43198,display of a pop up
8654,notification displaying an information with ok option
55665,display of a page showing playlist in music player app
62411,checkout page
4115,display of initial pages in a chats application
66711,display of a user match in a dating app
67117,different sounds for guitar are displaying
6057,page displaying multiple settings options
41721,page asking to share a hairstyle image through different apps
65800,display showing number of countries
67119,display of a water intake tracking application
49106,displaying window is to identify plants
57632,page displaying multiple settings options
58337,display of adding a scheduled event
39116,display page shows to create pattern
52494,display of a pop up to open
67079,multiple products along with its prices
61890,display of a dialer pad and options
39672,display page of create account
645,page displaying options to open an app with
39947,pop-up showing multiple options for a song
49353,display of a graph in a learning app
58129,display showing to fill the details
71441,display image of options in a wallpaper app
53182,page displaying information about signing in for application
71614,displaying showing mail messages in app
59120,failed download status in a personal smart assistant app
43648,page displaying the featured details of a sports app
48103,displaying list of options for settings
44984,dark page with an application
43265,display of a page showing various category for medication app
60863,display with multiple options
52889,categories page of a shopping app
60231,display of a chat screen in a social app
39335,application to discover city which you like
46953,display of a page showing for car app
54851,list of different achievements on makeup app
41579,home page displaying for diet plan app
41982,display showing to accept terms and conditions
39107,display of a month calendar
59508,display of a movie review in ratings
53648,contact timings for a loaning app
71241,display of a page showing of keyboard app
6926,display of rewards page in a shopping app
4745,notification displaying different categories
7309,display of a page in drawing learning app
57333,page asking to share a prayer schedule with different apps
64983,display of a property app with inspection planner option
5914,display of a camera screen
383,airline app displayed booking details
49823,computer coding game app showing coding page
55153,display of popular albums in a music player app
47952,blank page
66236,home page displaying information about music application
71819,display image
38692,alert message to select the app for sharing the file
44843,page showing the settings along with sign up button
8162,display of settings in a event remainder app
62623,different options in shopping list
58468,display of stats page with listening level
67504,pop up displaying access to specific user profile
63186,display of log in page in a radio app
63534,number verification page
58760,display image of dialing pad in a calling app
64102,page displaying different tv show
42626,pop-up displaying a message to install an app
50949,display of list of sharing applications
64360,display page of latest news feed in an news application
55188,log in page of the app
62007,page displays to cover camera with finger tip to access
71556,display of list of connection settings options
47566,display showing options
44774,display of a page showing various articles for an app
54398,auto upload page
41703,pop showing send page to social application
58371,options in general media converter
69769,favourites page in the property application
6422,display showing number of items in a shopping app
39414,display screen of secure checkout page
49876,display of log in page
44658,display screen of settings
47736,display of recent call history
54306,display of version details
59804,display of a page showing of fashion app
45636,page asking to download new app
68204,page asking to create a username for the app
61785,display of a workout information in a fitness app
37957,page displaying a method to add widget for the app
50097,display page of buzz feed
44239,page displaying a image in application
57151,display of log in page
37245,display of screen shows breaking news
61632,different products with prices in the shopping app
64662,display of upgrade plans for an app
39415,different watches in the online shopping application
36115,display of a cart page for a shopping app
62626,list of options about a recipe in a cooking app
378,page of a flight booking app
42655,pop up displaying multiple icons
55175,controlled braking questions in exam
41113,display of page showing chat messages for an app
67165,welcome login page for the dating application
36843,login page
40116,display page of a camera
50448,display of a pop up with share options
39406,displaying a watch to buy
69465,display of an airlines app with find flights option
47124,display shows flight status page in the travel app
63826,display of location in a weather app
58061,display of a pop up
36537,pop-up asking to accept the policy of an insurance app
42844,page displaying signing in information about webtoons application
4556,page displaying list of different details in shopping application
37886,pop up advertisement message for sign in
51185,display of screen shows an account setup
71638,home page
58762,display of registration options for a caller app
46703,display of a settings page
9793,display page of horoscope app
784,display of a settings page
35887,pop up displayed to set theme
53427,page shows a car icon along with start button
57985,page requesting to enter mobile number for confirmation
9762,log-in page of a dating app
47380,display of a tracking app with challenges option
9841,display of safety plan page with guide list
66375,category page with numerous options on a device
69033,different options in a kestrel
57896,page displayed different locations to be select
5223,page displaying options to share
62813,home page of a learning app
52199,display of app description for the hacking app
60874,page displaying the address of a dealer
68351,displaying a app to learn language
56556,display image of options in a shopping application
63156,display of an account details
51008,alert page for scanning the qr code tutorial
48746,map of a place on a weather forecasting app
57764,confirming page of a social app
63430,page displaying search option to find workplace
71880,display of a communication app with an account details
955,window displaying different social apps
57248,page of a transit app showing rail schedule
50493,list of no update notifications
5989,page displaying list of questions in app
6440,pop up showing options to select sub category
42200,app with a chat and go live
6873,display of groups in a social app
60025,display of profile options in a voice calling app
46806,display of a page showing online shopping app
63721,display page of a search history in translator app
44635,location options showing in this page
3668,page displaying with options for sharing
7015,log in sign up page through social application
54267,pop up asking to open with a pre-installed app
7783,home page of a social app
42234,buffer settings page
44206,display of a pop up
68027,homes are displaying with prices for an area
52175,different feedback parameters are displaying for medical application
41696,display of emoticons in a emoji app
55147,sign in page for an application
66151,homepage of a fitness application
57117,page displaying information about marriage application
70110,display image
47563,display showing search bar
9616,invite friends with different apps
49552,display of a settings page in a learning app
49631,display of a page showing notifications for messenger app
3743,displaying an app to locate
65806,display screen of find friends in social networking app
70530,page displaying multiple options of the app
4297,display of blank page in the camera app
49421,page displaying a file in music application
65345,home page of social application
5975,login page for mobile recharge app
71672,login page
54213,page displaying the shopping an a app
56892,diseases list showing in this page
52771,adding addiction in tracking addiction app
49560,list of people 's score in a gaming app
51719,display showing the details of course in an learning app
51551,log in page
59806,displaying showing style share in app
39445,page displaying different video recordings
38237,different podcasts are displaying in the real estate app
55577,page displaying list for address type to delivery address
43651,enable bluetooth of get in arena alerts
62124,display of a photo editor app with emojis option
48175,display with multiple options
39915,display image
65465,displaying showing different app of merry christmas
66750,display of general science in learning app
59911,page displays to select grocery list in app
7513,login page for a social app
41618,display showing the details of support team
38402,page displaying all saved deals of a news app
65513,home page displaying for coloring app
41921,list of cities in available cities
9249,display of log in page in a scanner app
62785,details shown in a gaming app
56794,alert message about log in function in the tv app
42582,pop up displaying about visit the social app
60363,display of a test in a learning app
51774,display showing different type of symptoms
8011,checking performance of a car
49879,no review in conversation review
61062,display of rating app for sports
57247,map interface for a transit tracking app
69894,display of backup options for a data
70145,empty recently eaten page in a calorie check app
56324,display page of a connecting application
47997,display screen with list various birds packs
68049,list of settings in a learning app
49394,display of list of haunting sounds for animals and birds
61607,list of exercises in a fitness app
42704,no recommendation of play date in round reserve
61369,competitions of league cups app
68169,display of list of tales videos
68843,page displaying details about the playing song
69641,display of an account details in money transaction app
44390,display of a page showing flight booking app
71104,page displaying map with different options
71610,page displaying to continue with the app
64594,display screen of a music player app showing options
8860,list of videos in an entertainment app
59693,page displaying options to open an app with
40333,different options of a ants in phone
43383,welcome page for a book reading app
49750,display page of a mental fitness app
47154,display showing search bar to find the drugs
56996,pop up asking to select a sleep time
40394,page displaying about information and images
50549,blank page of a music app
53764,page showing welcome page
3777,display showing search bar to find stores
42951,display with an camera option
9836,display of safety plan application to enter important things
6874,display showing the process is done
56738,image of a food bowl in food delivering app
63962,display page of a list of daily tasks
72060,monthly calendar
38176,blank page displaying
64443,ist of different options for help and feedback queries
51176,display showing to fill the details in a social app
41129,sign in page for a driver app
52140,list of products with the cost price
49811,displaying showing code play ground list in app
41170,log-in page of a business app
41138,display of a page showing multiple settings for an app
41188,page displays message settings in app
53497,display of a product in the online shopping application
36284,list of themes on a device
4684,display page of bp diary for a health app
36439,alert message showing the new version
56410,display showing the location of a person
47024,display page of a shopping app
52568,notification displaying an information
3880,kilometers status showing in this page
3718,login page for a pet activity based app
41047,crop a photo in the gallery
6193,display of a page to add photos in social app
54541,display page of a map settings
62635,display of list of accommodation
69334,display of search page in the application
55282,display asking to select an activity in the charity app
62042,mapping page with multiple options
59518,display of a wallpaper application to set wallpaper
54637,displaying settings page of snow app
47095,home page to find flight details
62495,download page displayed
68230,page displaying information
6176,composing of an email in an email app
44837,display of a page showing online shopping app
58488,page showing an image in a social app
53043,page displaying settings in job search app
60883,display of finance page
9631,page displaying the camera modes
40723,display a booking page
39724,blank page of messages displayed
50674,page displaying a editing app
37795,display of an alarm application with various options
54117,display showing number of applications to share
69156,multiple options of apps popped on a weather forecasting app
3837,display of list of procedures in a clinical app
4120,display page of tools with different categories
56645,article page on local news app
58984,display showing information about the house
42465,display options in a shopping app
63967,display showing different type of exercises in a fitness app
6847,display page of a shopping app
40945,entering a account details to continue app
70068,display of option to create new group in social app
52527,calling page of a hunting application
44415,display of a page showing of gaming app
61686,images showing in this page
7134,home page showing options in game app
58843,page displaying a information of a match in the app
68883,display showing different types of news
50199,home page with options
53884,display of coupon details with sign in option
42322,display of restaurant page with pick up information
62776,displaying the list of preferences options in app
39383,interface for a fuel consumption tracking app
70116,log in page of a social app
60041,log-in page for english learning app
36841,controls checklist and full screen in mobile
44197,page displaying the terms and conditions for a social app
61094,login page
4894,displaying showing review us pop up in the app
39400,display of favorite items in a shopping app
6382,display image of a audio books app
52149,display with notifications option
66563,home page of a traffic news app
7328,display of products for sale in the shopping app
71285,page displaying list of wifi connections
57613,list of options for settings
40521,page displaying to select an option
813,display of a dictionary app with search bar option
4998,display of a page showing various options for shopping app
36376,initial page for the social network app
8653,display of information about a dictionary app
6036,displaying showing origami instructions in app
42244,home page displaying account details in financial app
58035,blank page is displaying under medication
60169,loading page of a website
52101,pop up showing download recipes application
55515,page showing registration details about an account
64807,page displaying night mode
47914,display of a loading page
56053,description regarding social media in the mobile
41545,display of questions in a learning app
5893,pop up showing the app information
66665,page showing different options in settings
70989,display of a page showing of singing app
53112,display of earnings page for a payment app
42040,list of food options in food app
50457,display showing number of applications
69516,page asking information to sign up for an application
55968,page displaying details of vitamin tablet intake of health app
55611,display of a settings page for a vehicle application
6450,display of log in page for a study app
40809,different kinds of products in the online application
39982,details of a location for fuel in fuel station app
45092,display shows about information page in the food application
9590,display showing tap to continue the page
45836,introduction page
71246,display of mobile with some tabs in the application
7548,display page of animations
61614,page asks to add your schedules
37509,display with multiple options
62149,page displaying the food items in a food delivery app
63014,page displaying a editing app
64508,display of a sports app with notifications option
58985,page displaying setting for posts
58822,home page displaying multiple images
56753,display of options to hear a song in musical app
